# Ef      f(x)        f'(x)           f''(x) 
           -1.0000000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9980000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9960000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9940000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9920000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9900000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9880000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9860000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9840000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9820000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9800000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9780000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9760000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9740000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9720000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9700000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9680000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9660000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9640000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9620000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9600000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9580000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9560000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9540000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9520000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
           -0.9500000000000000            1.0000000000000000           -0.0000000000000000            0.0000000000000000
